GEOID,ntl
48201310100,-0.03327100421601101
48201310200,-0.3174423192727558
48201310300,-0.3019652371898508
48201310400,0.3931264850262512
48201310500,0.8584517041784006
48201310600,0.31958485974782047
48201310700,0.09870107246506639
48201310800,0.34624764751616965
48201310900,0.5175116049969529
48201311000,0.6934502004818541
48201311100,0.41469660252760865
48201311200,-6.77020196802741e-05
48201311300,-0.019265753119716577
48201311400,-0.6763184369460985
48201311500,-0.35503113426303484
48201311600,0.07855674817181724
48201311700,0.49238498969110445
48201311800,0.790964362240714
48201311900,0.26460690264697134
48201312000,-0.24128212302762556
48201312100,-0.17559691892237944
48201312200,-0.7074633891354826
48201312300,-0.21376187925354123
48201312400,-0.4515026770135935
48201312500,-0.41281404498016183
48201312600,-0.16093908424799436
48201312700,-0.360798367161542
48201312800,-0.6412890565034695
48201312900,-0.1793969830194432
48201313000,-0.537422782689863
48201313100,0.0596778534778096
48201313200,0.15109944296206612
48201313300,0.5212839931761424
48201313400,0.31297027647410175
48201313500,0.5466308673507668
48201313600,0.46938795326905447
48201313700,0.12114797633228054
48201313800,0.5855823640451168
48201313900,0.39180134436020336
48201314001,0.5631537581763616
48201314002,0.2907143780120029
48201314300,0.189680043946879
48201314400,-0.4168216512280919
48201320100,0.18348373248672975
48201320200,-0.22917195708763208
48201320500,0.366225695489913
48201320601,-0.5396765726505134
48201320602,-0.287700741918147
48201320700,0.17244094709886468
48201320800,0.5356553132270254
48201320900,0.7188927315277339
48201321000,0.5019428468624615
48201321100,0.3143015648049416
48201321200,0.6514231241314368
48201321300,0.8441233605803592
48201321401,0.42318624792580223
48201321402,0.510866917034722
48201321500,0.24883116698922034
48201321600,-0.30020358279908815
48201321700,-0.49519982552153363
48201321800,-0.6486133820640229
48201321900,-0.33075181007030685
48201322000,-0.50231718804419
48201322100,-0.5897275966142349
48201322200,-0.37630194629056035
48201322600,0.7485106941021781
48201322700,0.8400236568704638
48201322800,1.0788334083589008
48201322900,0.37665021086192385
48201323000,0.09353165089315145
48201323100,0.5979207208203582
48201323200,0.39876929999465344
48201323300,-0.39117237490613394
48201323400,0.5689056425160943
48201323500,0.5217221042138388
48201323600,0.5487212599029172
48201323701,0.606779549050315
48201323702,0.6824609444369573
48201323801,0.9047608937505554
48201323802,0.5128354420198914
48201323900,-0.10031277539429657
48201324000,0.008173008943584397
48201324100,0.6607276413301387
48201324200,0.12443635766504882
48201330100,0.47440280357898346
48201330200,-0.4162604891798452
48201330301,-0.5823969793104451
48201330302,-0.8877358933259394
48201330303,-0.4787770739304754
48201330400,-0.7964331821151072
48201330500,-0.334905139679771
48201330600,-0.633953000588045
48201330700,-0.7825467365180293
48201330800,-0.48608172880150646
48201330900,0.24772738464376698
48201331100,0.28880325384874395
48201331200,0.07492819717406382
48201331300,0.4215678137917166
48201331400,0.11914683757567407
48201331500,-0.052398000012511076
48201331601,-0.6665100881389294
48201331602,-0.29375523877110393
48201331700,-0.07457289703067871
48201331800,0.612027316365268
48201331900,-0.1164716654868336
48201332000,0.3528410459502531
48201332100,0.2741447709668251
48201332200,0.4622789985481905
48201332300,0.37621579328663185
48201332400,0.2543038260023639
48201332500,-0.35730191091820307
48201332600,-0.043691142926906325
48201332700,0.6968545960747276
