GEOID,income_rank,catogroy
48201423202,0.12163892445582586,Q1
48201423301,0.4046094750320102,Q3
48201423302,0.2906530089628681,Q2
48201423401,0.5416133162612036,Q3
48201423402,0.5108834827144686,Q3
48201423500,0.7784891165172856,Q4
48201423600,0.3380281690140845,Q2
48201430100,0.7131882202304738,Q4
48201430200,0.7464788732394366,Q4
48201430300,0.9910371318822023,Q5
48201430400,0.9910371318822023,Q5
48201430500,0.8783610755441741,Q5
48201430600,0.9897567221510883,Q5
48201430700,0.7170294494238156,Q4
48201430800,0.9308578745198464,Q5
48201430900,0.8565941101152369,Q5
48201431000,0.795134443021767,Q4
48201431101,0.36619718309859156,Q2
48201431102,0.48911651728553135,Q3
48201431201,0.18693982074263765,Q1
48201431202,0.5198463508322664,Q3
48201431301,0.4878361075544174,Q3
